Market,Store #,DSL Gen,DSL Start Date,toolkit link 
48,5359,Gen 2,45076,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
309,1255,Gen 2,45081,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
164,2637,Gen 2,45081,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
55,2667,Gen 2,45081,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
394,2884,Gen 2,45081,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
479,2980,Gen 2,45081,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
56,3777,Gen 2,45081,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
51,202,Gen 2,45082,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
153,272,Gen 2,45096,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
464,2082,Gen 2,45138,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
380,4284,Gen 2,45146,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-2.html
534,3164,Gen 3,45266,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
534,5837,Gen 3,45375,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
323,100,Gen 3,45389,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
322,359,Gen 3,45389,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
537,4516,Gen 3,45389,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
323,5260,Gen 3,45389,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
53,1216,Gen 3,45403,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
504,4104,Gen 3,45403,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
55,4215,Gen 3,45403,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
479,5316,Gen 3,45403,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
52,6963,Gen 3,45403,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,2226,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
552,2468,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
512,2486,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,2590,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3019,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
512,3047,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,3099,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3126,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3127,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3128,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,3139,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,3140,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,3145,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3176,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
510,3604,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3740,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
510,3844,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
512,4174,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
510,4218,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
510,4233,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,4491,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,4747,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
515,4762,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
552,5007,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,5008,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
515,5600,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,5601,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,5604,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,5605,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
552,5606,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
552,5608,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
552,5609,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
512,5610,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,5627,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
512,5634,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
512,5635,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,5640,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,5643,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,5658,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,5659,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
515,5663,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,5828,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
552,5981,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
552,5982,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,5994,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
510,7320,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
515,8958,Gen 3,45431,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3083,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,3084,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,3144,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,3147,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
491,3153,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
491,3154,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
502,3156,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
491,3172,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,3175,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,3178,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,3179,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,3354,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,3355,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,3356,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
499,3359,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,3655,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
557,3988,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,4134,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
499,4148,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,4169,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
557,4180,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
490,4196,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
502,4220,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
510,4275,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,4339,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
502,4388,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
509,4431,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
499,4432,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
491,4625,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
491,4626,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
499,4848,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
557,5110,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
557,5206,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,5258,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,5259,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,5269,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,5306,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
509,5393,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
397,5423,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,5603,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,5637,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,5661,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
481,5664,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,5678,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
551,5684,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
491,5855,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
491,5990,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
550,5993,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
509,6176,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
509,6243,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
509,6586,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
509,7206,Gen 3,45438,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
389,842,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
375,869,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
379,905,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
388,921,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
378,924,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
378,953,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
375,966,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
376,984,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
388,986,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
378,1008,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
388,1058,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
388,1095,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
388,1199,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
391,1200,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
379,1231,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
380,1252,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
388,1280,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
380,1308,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
391,1434,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
376,1492,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
388,1550,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
379,1659,Gen 3,45459,https://one.walmart.com/content/uswire/en_us/work1/operations/end2end/new-store-rollouts/digital-shelf-labels-overview/dsl-gen-3.html
