Store ID,First Assigned Carrier,Fulfillment Type, Status, Trend,Directional Focus,Max_WM_WK_ID,Weeks on DPI,OTD* %,OTP* %,Dwell Time*,OTD Previous Week,OTD 2 Wks Ago,OTD 3 Wks Ago,OTD 4 Wks Ago
1570,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,21,76.60%,96.00%,7.8,81.80%,56.80%,78.90%,90.90%
5203,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,11,83.10%,97.20%,6.4,88.10%,90.80%,80.60%,70.00%
5172,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,1,82.50%,92.80%,8,83.30%,89.30%,80.90%,67.30%
5113,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,45,81.90%,99.50%,7.1,77.50%,83.30%,78.90%,86.30%
681,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,2,87.70%,100.00%,6.5,95.00%,86.80%,83.70%,85.30%
355,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,5,89.70%,93.60%,9.2,91.80%,92.20%,85.00%,89.80%
932,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,13,77.40%,98.70%,8.7,83.30%,88.50%,61.80%,77.90%
3418,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,20,83.00%,96.40%,9.3,87.60%,85.70%,84.60%,73.60%
1018,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,6,90.70%,97.40%,6.8,89.70%,85.00%,94.90%,91.70%
1225,UBER,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,7,95.10%,96.80%,9.5,98.00%,99.00%,96.50%,87.40%
4517,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,2,87.60%,96.90%,7.5,92.30%,89.70%,81.50%,86.70%
583,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,25,90.90%,95.50%,8.4,92.70%,100.00%,90.60%,80.90%
1466,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,15,91.40%,94.40%,9.8,92.20%,93.10%,89.80%,90.70%
4635,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,15,87.90%,91.70%,9.4,96.10%,90.50%,79.20%,86.20%
578,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,15,93.20%,95.80%,6.7,95.80%,94.20%,93.90%,89.00%
578,UBER,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,12,89.40%,94.40%,8.2,93.40%,87.70%,90.50%,86.40%
1159,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,49,86.70%,98.00%,5.6,92.10%,81.70%,94.20%,76.80%
690,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,6,90.50%,95.60%,9.8,96.80%,85.80%,90.90%,89.00%
742,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,4,77.20%,98.20%,6.9,72.90%,83.80%,82.80%,70.40%
2749,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,15,72.90%,97.30%,4.9,86.30%,94.60%,62.00%,49.10%
93,UBER,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,3,84.20%,100.00%,6,100.00%,100.00%,75.00%,75.00%
97,UBER,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,4,74.30%,96.30%,7.2,100.00%,68.20%,68.40%,64.70%
120,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,71.00%,94.20%,9.1,76.90%,76.70%,65.50%,66.70%
393,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,45,88.40%,95.10%,9.7,91.00%,92.10%,86.20%,85.00%
45,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,5,90.70%,96.30%,9.4,92.30%,95.70%,90.00%,86.00%
332,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,14,82.00%,96.30%,10,83.30%,86.10%,84.80%,72.40%
7324,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,47,85.60%,95.50%,8.3,71.80%,84.80%,96.60%,95.80%
304,UBER,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,9,91.90%,96.50%,7.4,94.60%,96.80%,88.20%,87.90%
1226,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,16,90.90%,100.00%,7.4,93.20%,91.50%,90.80%,87.30%
3137,UBER,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,16,87.50%,100.00%,9.1,85.70%,87.50%,87.50%,88.90%
4589,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,5,84.20%,95.40%,6,71.40%,93.50%,86.20%,80.00%
7342,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,5,76.70%,97.40%,6.9,77.30%,70.80%,84.20%,75.00%
394,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,16,89.20%,97.30%,6.3,92.70%,96.80%,83.50%,83.60%
661,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,47,91.30%,96.50%,9,93.80%,91.80%,90.90%,88.80%
115,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,16,88.30%,94.70%,9.4,80.90%,88.10%,95.10%,89.80%
3188,UBER,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,9,91.30%,98.20%,9.7,88.40%,93.60%,92.50%,90.50%
3,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,9,91.30%,92.70%,8.4,88.50%,92.90%,94.30%,89.70%
1400,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,6,92.80%,94.60%,9.9,93.30%,89.90%,94.70%,93.40%
459,UBER,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,7,90.80%,95.30%,9.2,89.30%,95.80%,87.50%,90.00%
4558,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,49,84.40%,93.30%,9.8,84.00%,82.10%,89.10%,80.60%
2753,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,5,89.00%,96.20%,6.2,91.30%,87.20%,85.70%,91.80%
2360,UBER,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,49,90.80%,97.00%,9.8,92.60%,85.90%,89.70%,95.40%
2789,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,22,75.70%,96.90%,9,76.30%,83.30%,74.20%,69.70%
2962,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,20,88.20%,100.00%,8.5,84.90%,84.10%,92.10%,91.00%
1851,ROADIE,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,13,85.30%,97.60%,10,93.20%,78.10%,90.10%,79.40%
3625,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,15,85.70%,96.60%,9.5,82.40%,93.40%,84.10%,83.30%
2091,ROADIE,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,5,83.60%,98.70%,5.7,86.30%,84.90%,82.40%,81.00%
2814,ROADIE,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,14,68.20%,99.30%,6.1,73.40%,62.50%,65.70%,71.20%
1511,ROADIE,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,1,85.10%,96.50%,9.3,86.80%,84.40%,79.60%,89.60%
5365,POINTPICKUP,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,5,77.10%,95.70%,4.9,90.00%,78.10%,67.70%,68.80%
814,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,49,86.80%,95.30%,9.5,96.30%,92.30%,85.20%,73.10%
4565,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,4,74.60%,100.00%,7.1,82.60%,66.70%,77.80%,62.50%
2074,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,3,90.20%,94.00%,9.4,94.10%,93.10%,86.60%,87.00%
1876,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,49,84.90%,94.40%,5.2,90.60%,94.70%,87.10%,68.40%
3742,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,11,91.50%,91.60%,7.9,98.40%,95.10%,88.20%,83.20%
1632,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,3,89.30%,99.50%,5.3,88.90%,97.80%,80.00%,89.60%
1447,UBER,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,14,85.80%,97.40%,9.7,87.00%,80.30%,90.70%,88.60%
3233,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,4,94.80%,93.00%,8.9,100.00%,97.10%,93.50%,88.70%
1005,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,4,85.30%,100.00%,4.5,89.50%,85.70%,93.30%,69.20%
5156,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,18,87.20%,99.30%,7.9,88.40%,82.20%,92.60%,87.60%
2998,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,3,89.00%,89.60%,9.8,93.80%,89.40%,83.90%,86.40%
4678,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,3,83.20%,99.70%,5.9,87.30%,87.70%,76.90%,61.50%
1989,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,1,85.20%,100.00%,8.4,85.20%,84.40%,83.80%,88.70%
4238,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,4,86.30%,99.30%,7.5,95.50%,79.40%,77.00%,88.60%
5659,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,19,86.60%,93.20%,6.4,83.30%,84.40%,94.70%,75.00%
5394,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,4,87.00%,99.70%,6.5,88.20%,90.10%,87.80%,70.30%
921,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,9,87.70%,95.70%,6.6,96.10%,84.30%,86.60%,83.30%
986,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,48,51.20%,100.00%,6.4,55.60%,50.00%,54.50%,45.50%
1199,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,11,93.40%,97.30%,5.6,95.40%,97.80%,96.10%,83.50%
3493,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,5,90.00%,99.60%,8.5,86.00%,89.60%,88.50%,95.40%
3023,POINTPICKUP,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,6,82.20%,97.30%,7.8,78.60%,78.60%,91.30%,77.30%
2039,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,5,91.90%,99.10%,5.9,96.00%,96.30%,88.00%,86.40%
5980,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,1,70.00%,92.40%,4.5,75.00%,52.90%,84.20%,62.50%
1905,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,10,93.90%,98.70%,6.2,98.80%,96.40%,90.50%,89.10%
2782,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,9,79.10%,100.00%,5.4,73.00%,80.00%,92.30%,71.40%
1543,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,14,92.00%,97.00%,5.5,91.80%,96.90%,89.80%,89.30%
2990,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,9,72.00%,95.40%,4.9,83.30%,84.60%,61.40%,55.60%
2084,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,11,83.20%,91.00%,6.5,82.10%,80.80%,88.60%,78.60%
2259,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,11,87.00%,92.10%,9.3,95.90%,80.50%,87.50%,83.00%
5278,UBER,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,4,93.90%,100.00%,7.8,92.90%,97.20%,92.90%,89.70%
2329,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,10,89.90%,98.50%,7.3,98.50%,92.00%,89.80%,79.20%
2128,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,49,76.90%,92.70%,7.9,65.80%,78.00%,78.80%,82.60%
2341,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,49,69.50%,94.20%,8.8,67.70%,75.80%,63.50%,70.90%
3561,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,28,93.20%,99.20%,6,96.60%,91.20%,89.40%,95.60%
5448,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,16,85.60%,97.00%,8.2,84.10%,82.20%,85.70%,88.70%
1866,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,71.30%,100.00%,4.5,64.30%,75.00%,76.00%,73.70%
2153,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,18,93.10%,88.20%,9.9,95.60%,93.80%,89.30%,93.30%
2398,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,17,92.30%,90.60%,5.7,100.00%,97.60%,100.00%,70.00%
1796,SPARK,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,48,87.40%,89.50%,8.2,86.20%,89.40%,89.50%,84.60%
1907,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,47,91.00%,94.30%,6.9,90.90%,92.50%,92.50%,88.50%
1930,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,48,90.30%,93.80%,8.7,90.70%,91.20%,89.40%,90.10%
2138,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,3,83.30%,98.00%,6,86.60%,81.80%,88.60%,75.30%
2224,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,1,85.60%,98.00%,7.5,88.70%,88.70%,80.20%,84.50%
2332,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,48,91.00%,95.00%,8.5,90.60%,97.50%,85.70%,90.30%
2639,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,20,90.30%,98.90%,8.4,91.80%,93.00%,91.30%,86.50%
2424,SPARK,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,5,92.40%,98.70%,5.9,100.00%,100.00%,94.80%,72.50%
2899,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,11,91.10%,99.00%,5.9,91.00%,87.00%,91.70%,94.00%
2286,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Degrading,Driver Supply Focus,202335,49,85.80%,98.60%,9.2,85.80%,82.00%,81.40%,93.70%
3543,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,85.30%,99.10%,9,89.40%,87.40%,88.40%,76.10%
2531,UBER,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,3,87.90%,99.40%,7.6,89.20%,88.90%,89.20%,84.60%
2480,SPARK,Scheduled Standard Delivery,At Risk,Degrading,Driver Supply Focus,202335,7,90.00%,97.60%,6.6,89.80%,90.10%,90.90%,89.30%
2164,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,76.20%,100.00%,6,80.00%,88.00%,69.60%,61.10%
1064,POINTPICKUP,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,23,85.40%,89.70%,7.3,97.10%,76.40%,81.30%,88.00%
1064,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,6,88.30%,89.80%,9,94.20%,85.80%,84.00%,89.20%
7304,UBER,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,7,89.50%,96.90%,4.6,100.00%,100.00%,85.70%,60.00%
1703,ROADIE,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,2,82.00%,90.50%,7.4,83.30%,85.70%,83.60%,67.90%
2790,ROADIE,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,6,84.70%,91.00%,5.8,94.90%,86.80%,72.20%,83.80%
2258,SPARK,Scheduled Standard Delivery,At Risk,Recovering,Driver Supply Focus,202335,10,92.80%,97.30%,8,98.70%,91.50%,94.40%,88.10%
3035,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,48,87.60%,98.60%,7.3,91.60%,87.90%,85.60%,85.00%
5968,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,48,88.70%,94.00%,9.1,91.30%,89.80%,85.20%,88.40%
2564,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,22,93.40%,96.80%,5.8,92.40%,96.80%,95.10%,89.00%
3573,POINTPICKUP,Scheduled Standard Delivery,Active Monitoring,Recovering,Driver Supply Focus,202335,2,78.10%,95.30%,5.4,92.60%,77.60%,68.50%,73.60%
2038,ROADIE,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,1,86.60%,98.50%,8.1,89.50%,85.70%,84.90%,86.40%
2833,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,16,87.10%,99.30%,5.5,95.80%,89.30%,80.80%,83.30%
3215,SPARK,Scheduled Standard Delivery,Active Monitoring,Degrading,Driver Supply Focus,202335,4,87.60%,96.80%,8.2,88.90%,93.70%,82.70%,84.90%
2000,SPARK,Scheduled Standard Delivery,Executive Review,Recovering,Driver Supply Focus,202335,21,94.00%,100.00%,5.8,100.00%,95.90%,93.50%,84.40%
