Market,Store Number,Fashion Op Model Tier,Fashion Coach?,Coach Action,Total TL Headcount,Go-Live Week,Fashion Stocking Team Hours
191,2166,1,YES,MOVE EXISTING,4,WK 37,140
191,2581,1,YES,MOVE EXISTING,4,WK 37,140
191,2911,3,NO,-,4,WK 37,80
191,3332,2,YES,MOVE EXISTING,4,WK 37,120
191,5242,1,YES,MOVE EXISTING,4,WK 37,140
192,1619,1,YES,MOVE EXISTING,4,WK 37,140
192,1673,2,YES,HIRE,4,WK 37,120
192,1731,3,NO,-,4,WK 37,80
192,1744,2,YES,MOVE EXISTING,4,WK 37,120
192,1813,3,NO,-,4,WK 37,80
192,2785,3,NO,-,3,WK 37,80
192,2859,2,YES,MOVE EXISTING,4,WK 37,120
192,3280,2,YES,MOVE EXISTING,4,WK 37,120
192,3842,3,NO,-,4,WK 37,80
194,1949,2,YES,MOVE EXISTING,4,WK 37,120
194,1966,2,YES,MOVE EXISTING,4,WK 37,120
194,1973,2,YES,HIRE,4,WK 37,120
194,2043,3,NO,-,3,WK 37,80
194,2088,2,YES,HIRE,4,WK 37,120
194,2159,1,YES,MOVE EXISTING,4,WK 37,140
194,2164,2,YES,HIRE,4,WK 37,120
194,2326,2,YES,HIRE,4,WK 37,120
194,2405,1,YES,MOVE EXISTING,4,WK 37,140
194,5027,2,YES,MOVE EXISTING,4,WK 37,120
195,1610,2,YES,MOVE EXISTING,4,WK 37,120
195,1909,1,YES,HIRE,4,WK 37,140
195,1993,2,YES,MOVE EXISTING,4,WK 37,120
195,2107,2,YES,HIRE,4,WK 37,120
195,2210,1,YES,MOVE EXISTING,4,WK 37,140
195,2355,2,YES,HIRE,4,WK 37,120
195,2586,1,YES,MOVE EXISTING,4,WK 37,140
195,3607,3,NO,-,3,WK 37,80
195,4597,2,YES,HIRE,4,WK 37,120
195,5282,2,YES,MOVE EXISTING,4,WK 37,120
228,1656,2,YES,MOVE EXISTING,4,WK 37,120
228,2278,2,YES,MOVE EXISTING,4,WK 37,120
228,2561,2,YES,MOVE EXISTING,4,WK 37,120
228,2597,2,YES,MOVE EXISTING,4,WK 37,120
228,2674,3,NO,-,4,WK 37,80
228,2909,3,NO,-,3,WK 37,80
228,3253,3,NO,-,4,WK 37,80
228,3281,2,YES,MOVE EXISTING,4,WK 37,120
228,3429,2,YES,MOVE EXISTING,4,WK 37,120
228,3514,3,NO,-,4,WK 37,80
228,5360,3,NO,-,3,WK 37,80
228,5445,3,NO,-,4,WK 37,80
231,1765,2,YES,MOVE EXISTING,4,WK 37,120
231,1935,1,YES,MOVE EXISTING,4,WK 37,140
231,2059,2,YES,MOVE EXISTING,4,WK 37,120
231,2318,2,YES,MOVE EXISTING,4,WK 37,120
231,2502,2,YES,MOVE EXISTING,4,WK 37,120
231,2663,2,YES,HIRE,4,WK 37,120
231,2664,3,NO,-,4,WK 37,80
231,3228,3,NO,-,4,WK 37,80
231,5241,2,YES,HIRE,4,WK 37,120
231,5356,3,NO,-,3,WK 37,80
280,1674,1,YES,MOVE EXISTING,4,WK 37,140
280,1703,2,YES,MOVE EXISTING,4,WK 37,120
280,2233,1,YES,MOVE EXISTING,4,WK 37,140
280,2357,1,YES,MOVE EXISTING,4,WK 37,140
280,2551,3,NO,-,3,WK 37,80
280,2566,2,YES,HIRE,4,WK 37,120
280,2756,2,YES,MOVE EXISTING,4,WK 37,120
280,2790,2,YES,HIRE,4,WK 37,120
280,4423,1,YES,MOVE EXISTING,4,WK 37,140
283,1985,1,YES,MOVE EXISTING,4,WK 37,140
283,2194,1,YES,HIRE,4,WK 37,140
283,2258,2,YES,HIRE,4,WK 37,120
283,3035,1,YES,MOVE EXISTING,4,WK 37,140
283,5129,1,YES,MOVE EXISTING,4,WK 37,140
283,5753,3,NO,-,3,WK 37,80
283,5936,3,NO,-,4,WK 37,80
283,5968,2,YES,HIRE,4,WK 37,120
286,1406,2,YES,HIRE,4,WK 37,120
286,1825,1,YES,HIRE,4,WK 37,140
286,2437,3,NO,-,4,WK 37,80
286,2564,3,NO,-,3,WK 37,80
286,2647,3,NO,-,4,WK 37,80
286,3344,2,YES,MOVE EXISTING,4,WK 37,120
286,3573,2,YES,MOVE EXISTING,4,WK 37,120
286,4514,3,NO,-,4,WK 37,80
286,5105,2,YES,MOVE EXISTING,4,WK 37,120
286,6952,3,NO,-,3,WK 37,80
292,1904,1,YES,MOVE EXISTING,4,WK 37,140
292,2015,3,NO,-,4,WK 37,80
292,2038,1,YES,MOVE EXISTING,4,WK 37,140
292,3077,2,YES,MOVE EXISTING,4,WK 37,120
292,3639,2,YES,MOVE EXISTING,4,WK 37,120
292,5227,2,YES,HIRE,4,WK 37,120
292,5880,3,NO,-,4,WK 37,80
292,5969,3,NO,-,3,WK 37,80
208,1707,2,YES,HIRE,4,WK 37,120
208,2063,2,YES,MOVE EXISTING,4,WK 37,120
208,2197,1,YES,HIRE,4,WK 37,140
208,2211,2,YES,MOVE EXISTING,4,WK 37,120
208,2506,3,NO,-,4,WK 37,80
208,2541,2,YES,MOVE EXISTING,4,WK 37,120
208,2910,2,YES,HIRE,4,WK 37,120
208,3722,2,YES,HIRE,4,WK 37,120
208,3860,2,YES,MOVE EXISTING,4,WK 37,120
209,1857,2,YES,HIRE,4,WK 37,120
209,1863,2,YES,MOVE EXISTING,4,WK 37,120
209,1927,2,YES,HIRE,4,WK 37,120
209,2313,3,NO,-,Stocking ,WK 37,80
209,2359,1,YES,HIRE,4,WK 37,140
209,2362,2,YES,MOVE EXISTING,4,WK 37,120
209,3250,3,NO,-,4,WK 37,80
209,3293,2,YES,MOVE EXISTING,4,WK 37,120
209,3608,2,YES,HIRE,4,WK 37,120
209,5387,3,NO,-,4,WK 37,80
214,1839,2,YES,MOVE EXISTING,4,WK 37,120
214,2073,2,YES,MOVE EXISTING,4,WK 37,120
214,2266,2,YES,HIRE,4,WK 37,120
214,2316,2,YES,HIRE,4,WK 37,120
214,4255,2,YES,MOVE EXISTING,4,WK 37,120
214,4285,2,YES,MOVE EXISTING,4,WK 37,120
214,5066,2,YES,HIRE,4,WK 37,120
214,5082,1,YES,MOVE EXISTING,4,WK 37,140
215,1812,2,YES,MOVE EXISTING,4,WK 37,120
215,1894,2,YES,HIRE,4,WK 37,120
215,1895,2,YES,MOVE EXISTING,4,WK 37,120
215,1911,2,YES,MOVE EXISTING,4,WK 37,120
215,2323,2,YES,MOVE EXISTING,4,WK 37,120
215,2361,2,YES,HIRE,4,WK 37,120
215,2914,2,YES,MOVE EXISTING,4,WK 37,120
215,2966,2,YES,MOVE EXISTING,4,WK 37,120
215,5285,2,YES,MOVE EXISTING,4,WK 37,120
215,5410,2,YES,HIRE,4,WK 37,120
216,1724,3,NO,-,4,WK 37,80
216,1782,2,YES,MOVE EXISTING,4,WK 37,120
216,1937,2,YES,HIRE,4,WK 37,120
216,2078,2,YES,MOVE EXISTING,4,WK 37,120
216,2115,1,YES,MOVE EXISTING,4,WK 37,140
216,2149,2,YES,MOVE EXISTING,4,WK 37,120
216,2209,2,YES,MOVE EXISTING,4,WK 37,120
216,2684,3,NO,-,4,WK 37,80
216,2823,2,YES,HIRE,4,WK 37,120
216,2852,3,NO,-,4,WK 37,80
216,3262,2,YES,MOVE EXISTING,4,WK 37,120
216,3581,2,YES,HIRE,4,WK 37,120
227,1948,2,YES,HIRE,4,WK 37,120
227,2193,2,YES,MOVE EXISTING,4,WK 37,120
227,2300,2,YES,MOVE EXISTING,4,WK 37,120
227,2588,2,YES,MOVE EXISTING,4,WK 37,120
227,3738,2,YES,MOVE EXISTING,4,WK 37,120
227,3838,2,YES,MOVE EXISTING,4,WK 37,120
227,4644,3,NO,-,4,WK 37,80
227,5040,2,YES,HIRE,4,WK 37,120
227,5381,2,YES,HIRE,4,WK 37,120
235,1739,1,YES,MOVE EXISTING,4,WK 37,140
235,2019,1,YES,MOVE EXISTING,4,WK 37,140
235,2199,2,YES,HIRE,4,WK 37,120
235,2281,1,YES,MOVE EXISTING,4,WK 37,140
235,2420,2,YES,MOVE EXISTING,4,WK 37,120
235,2611,2,YES,HIRE,4,WK 37,120
235,4501,3,NO,-,4,WK 37,80
235,5088,2,YES,HIRE,4,WK 37,120
235,5379,2,YES,HIRE,4,WK 37,120
235,5446,3,NO,-,4,WK 37,80
258,545,3,NO,-,2,WK 37,80
258,552,3,NO,-,3,WK 37,80
258,696,3,NO,-,3,WK 37,80
258,739,2,YES,HIRE,4,WK 37,120
258,1113,1,YES,MOVE EXISTING,4,WK 37,140
258,1189,3,NO,-,3,WK 37,80
258,1233,2,YES,MOVE EXISTING,4,WK 37,120
258,1247,2,YES,MOVE EXISTING,4,WK 37,120
258,1259,2,YES,MOVE EXISTING,4,WK 37,120
258,1505,1,YES,MOVE EXISTING,4,WK 37,140
258,1743,3,NO,-,3,WK 37,80
311,154,2,YES,MOVE EXISTING,4,WK 37,120
311,1023,2,YES,HIRE,4,WK 37,120
311,1302,2,YES,MOVE EXISTING,4,WK 37,120
311,1336,3,NO,-,3,WK 37,80
311,1763,2,YES,MOVE EXISTING,4,WK 37,120
311,2089,2,YES,MOVE EXISTING,4,WK 37,120
311,2761,3,NO,-,4,WK 37,80
311,3270,3,NO,-,4,WK 37,80
311,3303,3,NO,-,3,WK 37,80
311,3480,3,NO,-,3,WK 37,80
311,3772,3,NO,-,3,WK 37,80
316,1450,2,YES,HIRE,4,WK 37,120
316,2244,2,YES,MOVE EXISTING,4,WK 37,120
316,2548,2,YES,HIRE,4,WK 37,120
316,2576,2,YES,MOVE EXISTING,4,WK 37,120
316,2610,2,YES,MOVE EXISTING,4,WK 37,120
316,2792,3,NO,-,3,WK 37,80
316,2810,3,NO,-,3,WK 37,80
316,2849,3,NO,-,3,WK 37,80
316,4277,2,YES,MOVE EXISTING,4,WK 37,120
316,5296,2,YES,MOVE EXISTING,4,WK 37,120
317,1351,2,YES,MOVE EXISTING,4,WK 37,120
317,1360,2,YES,MOVE EXISTING,4,WK 37,120
317,1477,2,YES,HIRE,4,WK 37,120
317,1499,2,YES,MOVE EXISTING,4,WK 37,120
317,2036,1,YES,MOVE EXISTING,4,WK 37,140
317,2646,3,NO,-,3,WK 37,80
317,2662,3,NO,-,3,WK 37,80
317,2933,2,YES,HIRE,4,WK 37,120
317,4278,3,NO,-,3,WK 37,80
317,5319,2,YES,MOVE EXISTING,4,WK 37,120
317,6951,3,NO,-,3,WK 37,80
217,1239,3,NO,-,4,WK 37,80
217,1595,2,YES,HIRE,4,WK 37,120
217,1990,3,NO,-,2,WK 37,80
217,2426,2,YES,MOVE EXISTING,4,WK 37,120
217,2471,3,NO,-,3,WK 37,80
217,2725,2,YES,MOVE EXISTING,4,WK 37,120
217,2774,3,NO,-,3,WK 37,80
217,3812,2,YES,MOVE EXISTING,4,WK 37,120
217,5185,2,YES,MOVE EXISTING,4,WK 37,120
217,5203,3,NO,-,3,WK 37,80
218,1368,3,NO,-,3,WK 37,80
218,1427,2,YES,MOVE EXISTING,4,WK 37,120
218,1519,2,YES,MOVE EXISTING,4,WK 37,120
218,1564,1,YES,MOVE EXISTING,4,WK 37,140
218,2400,2,YES,MOVE EXISTING,4,WK 37,120
218,2572,3,NO,-,3,WK 37,80
218,2605,2,YES,HIRE,4,WK 37,120
218,3251,2,YES,HIRE,4,WK 37,120
218,3282,2,YES,HIRE,4,WK 37,120
218,3486,2,YES,MOVE EXISTING,4,WK 37,120
218,3515,2,YES,HIRE,4,WK 37,120
219,1594,1,YES,HIRE,4,WK 37,140
219,2098,1,YES,MOVE EXISTING,4,WK 37,140
219,2726,1,YES,MOVE EXISTING,4,WK 37,140
219,3447,2,YES,MOVE EXISTING,4,WK 37,120
219,3580,2,YES,MOVE EXISTING,4,WK 37,120
219,3792,2,YES,HIRE,4,WK 37,120
219,5184,2,YES,HIRE,4,WK 37,120
219,5466,1,YES,MOVE EXISTING,4,WK 37,140
219,5857,3,NO,-,3,WK 37,80
221,1289,2,YES,HIRE,4,WK 37,120
221,1407,3,NO,-,3,WK 37,80
221,1441,2,YES,HIRE,4,WK 37,120
221,1443,1,YES,MOVE EXISTING,4,WK 37,140
221,2250,2,YES,MOVE EXISTING,4,WK 37,120
221,2309,2,YES,HIRE,4,WK 37,120
221,3502,1,YES,MOVE EXISTING,4,WK 37,140
221,3571,2,YES,HIRE,4,WK 37,120
221,3749,2,YES,HIRE,4,WK 37,120
221,3784,2,YES,MOVE EXISTING,4,WK 37,120
221,5499,2,YES,MOVE EXISTING,4,WK 37,120
223,1410,2,YES,HIRE,4,WK 37,120
223,1463,2,YES,HIRE,4,WK 37,120
223,1495,2,YES,MOVE EXISTING,4,WK 37,120
223,1503,2,YES,MOVE EXISTING,4,WK 37,120
223,1504,2,YES,MOVE EXISTING,4,WK 37,120
223,2124,2,YES,HIRE,4,WK 37,120
223,2429,2,YES,MOVE EXISTING,4,WK 37,120
223,3641,2,YES,HIRE,4,WK 37,120
223,3783,2,YES,MOVE EXISTING,4,WK 37,120
223,5104,2,YES,HIRE,4,WK 37,120
223,5409,2,YES,HIRE,4,WK 37,120
225,1510,1,YES,MOVE EXISTING,4,WK 37,140
225,1521,2,YES,HIRE,4,WK 37,120
225,1961,2,YES,HIRE,4,WK 37,120
225,2275,3,NO,-,3,WK 37,80
225,2441,2,YES,HIRE,4,WK 37,120
225,2447,2,YES,MOVE EXISTING,4,WK 37,120
225,2967,1,YES,MOVE EXISTING,4,WK 37,140
225,3342,2,YES,HIRE,4,WK 37,120
225,4609,2,YES,MOVE EXISTING,4,WK 37,120
239,1331,2,YES,MOVE EXISTING,4,WK 37,120
239,1480,3,NO,-,3,WK 37,80
239,1665,2,YES,MOVE EXISTING,4,WK 37,120
239,1729,3,NO,-,3,WK 37,80
239,1745,2,YES,MOVE EXISTING,4,WK 37,120
239,1758,2,YES,MOVE EXISTING,4,WK 37,120
239,2035,2,YES,HIRE,4,WK 37,120
239,2388,3,NO,-,3,WK 37,80
239,3747,3,NO,-,4,WK 37,80
239,3765,3,NO,-,3,WK 37,80
239,5374,3,NO,-,4,WK 37,80
246,854,3,NO,-,4,WK 37,80
246,1329,2,YES,HIRE,4,WK 37,120
246,1547,2,YES,MOVE EXISTING,4,WK 37,120
246,1728,1,YES,MOVE EXISTING,4,WK 37,140
246,1962,1,YES,MOVE EXISTING,4,WK 37,140
246,2020,3,NO,-,3,WK 37,80
246,2339,2,YES,HIRE,4,WK 37,120
246,2771,3,NO,-,3,WK 37,80
246,3851,2,YES,MOVE EXISTING,4,WK 37,120
247,1294,2,YES,MOVE EXISTING,4,WK 37,120
247,1304,2,YES,MOVE EXISTING,4,WK 37,120
247,1378,2,YES,HIRE,4,WK 37,120
247,1425,3,NO,-,4,WK 37,80
247,1566,2,YES,MOVE EXISTING,4,WK 37,120
247,1639,3,NO,-,3,WK 37,80
247,1667,2,YES,HIRE,4,WK 37,120
247,1978,2,YES,HIRE,4,WK 37,120
247,2311,2,YES,HIRE,4,WK 37,120
247,2679,2,YES,MOVE EXISTING,4,WK 37,120
247,4399,3,NO,-,4,WK 37,80
248,1388,2,YES,HIRE,4,WK 37,120
248,1419,2,YES,MOVE EXISTING,4,WK 37,120
248,1570,2,YES,MOVE EXISTING,4,WK 37,120
248,1647,3,NO,-,4,WK 37,80
248,1709,2,YES,MOVE EXISTING,4,WK 37,120
248,1804,2,YES,MOVE EXISTING,4,WK 37,120
248,2819,3,NO,-,4,WK 37,80
248,4230,2,YES,HIRE,4,WK 37,120
248,4231,2,YES,MOVE EXISTING,4,WK 37,120
248,5025,2,YES,MOVE EXISTING,4,WK 37,120
259,493,3,NO,-,4,WK 37,80
259,591,3,NO,-,4,WK 37,80
259,693,3,NO,-,3,WK 37,80
259,702,2,YES,MOVE EXISTING,4,WK 37,120
259,1139,1,YES,MOVE EXISTING,4,WK 37,140
259,1140,2,YES,MOVE EXISTING,4,WK 37,120
259,1426,1,YES,MOVE EXISTING,4,WK 37,140
259,1478,2,YES,HIRE,4,WK 37,120
259,1569,2,YES,HIRE,4,WK 37,120
259,2638,2,YES,HIRE,4,WK 37,120
259,4461,3,NO,-,3,WK 37,80
262,844,2,YES,MOVE EXISTING,4,WK 37,120
262,852,2,YES,MOVE EXISTING,4,WK 37,120
262,1003,3,NO,-,4,WK 37,80
262,1307,2,YES,MOVE EXISTING,4,WK 37,120
262,1386,3,NO,-,4,WK 37,80
262,1548,3,NO,-,3,WK 37,80
262,4323,3,NO,-,4,WK 37,80
262,4699,3,NO,-,3,WK 37,80
264,786,2,YES,MOVE EXISTING,4,WK 37,120
264,1420,2,YES,MOVE EXISTING,4,WK 37,120
264,1553,2,YES,MOVE EXISTING,4,WK 37,120
264,1814,2,YES,MOVE EXISTING,4,WK 37,120
264,1848,2,YES,HIRE,4,WK 37,120
264,1898,3,NO,-,3,WK 37,80
264,4405,2,YES,MOVE EXISTING,4,WK 37,120
264,5352,3,NO,-,4,WK 37,80
264,5442,3,NO,-,4,WK 37,80
265,1401,2,YES,MOVE EXISTING,4,WK 37,120
265,1596,2,YES,MOVE EXISTING,4,WK 37,120
265,1779,1,YES,MOVE EXISTING,4,WK 37,140
265,2215,2,YES,HIRE,4,WK 37,120
265,3400,2,YES,MOVE EXISTING,4,WK 37,120
265,3790,2,YES,HIRE,4,WK 37,120
265,4286,2,YES,HIRE,4,WK 37,120
265,4531,2,YES,MOVE EXISTING,4,WK 37,120
266,1256,1,YES,MOVE EXISTING,4,WK 37,140
266,1497,2,YES,HIRE,4,WK 37,120
266,1556,1,YES,MOVE EXISTING,4,WK 37,140
266,2956,2,YES,MOVE EXISTING,4,WK 37,120
266,3601,1,YES,MOVE EXISTING,4,WK 37,140
266,4049,2,YES,MOVE EXISTING,4,WK 37,120
266,4529,2,YES,HIRE,4,WK 37,120
266,5486,2,YES,HIRE,4,WK 37,120
267,1933,1,YES,HIRE,4,WK 37,140
267,1998,1,YES,HIRE,4,WK 37,140
267,2204,1,YES,MOVE EXISTING,4,WK 37,140
267,2816,1,YES,HIRE,4,WK 37,140
267,3725,2,YES,HIRE,4,WK 37,120
267,5402,2,YES,MOVE EXISTING,4,WK 37,120
267,5617,1,YES,HIRE,4,WK 37,140
267,5965,2,YES,MOVE EXISTING,4,WK 37,120
268,1681,3,NO,-,4,WK 37,80
268,1737,2,YES,HIRE,4,WK 37,120
268,1892,1,YES,MOVE EXISTING,4,WK 37,140
268,1897,2,YES,HIRE,4,WK 37,120
268,1938,1,YES,MOVE EXISTING,4,WK 37,140
268,2815,2,YES,HIRE,4,WK 37,120
268,3004,1,YES,MOVE EXISTING,4,WK 37,140
268,5485,1,YES,MOVE EXISTING,4,WK 37,140
270,1211,3,NO,-,3,WK 37,80
270,1377,2,YES,MOVE EXISTING,4,WK 37,120
270,1413,2,YES,MOVE EXISTING,4,WK 37,120
270,1531,2,YES,MOVE EXISTING,4,WK 37,120
270,3434,3,NO,-,4,WK 37,80
270,3597,2,YES,MOVE EXISTING,4,WK 37,120
270,4641,3,NO,-,4,WK 37,80
270,5060,2,YES,MOVE EXISTING,4,WK 37,120
272,198,3,NO,-,4,WK 37,80
272,213,2,YES,MOVE EXISTING,4,WK 37,120
272,224,2,YES,MOVE EXISTING,4,WK 37,120
272,317,3,NO,-,4,WK 37,80
272,435,3,NO,-,4,WK 37,80
272,436,3,NO,-,3,WK 37,80
272,454,3,NO,-,3,WK 37,80
272,506,3,NO,-,3,WK 37,80
272,936,2,YES,MOVE EXISTING,4,WK 37,120
272,1395,3,NO,-,4,WK 37,80
272,4259,3,NO,-,3,WK 37,80
273,254,3,NO,-,3,WK 37,80
273,422,3,NO,-,3,WK 37,80
273,481,2,YES,MOVE EXISTING,4,WK 37,120
273,550,3,NO,-,3,WK 37,80
273,612,3,NO,-,4,WK 37,80
273,798,3,NO,-,3,WK 37,80
273,1093,3,NO,-,3,WK 37,80
273,1734,2,YES,MOVE EXISTING,4,WK 37,120
273,2491,2,YES,MOVE EXISTING,4,WK 37,120
273,2934,3,NO,-,3,WK 37,80
273,3255,3,NO,-,4,WK 37,80
273,5403,3,NO,-,4,WK 37,80
275,200,2,YES,MOVE EXISTING,4,WK 37,120
275,334,3,NO,-,3,WK 37,80
275,343,3,NO,-,4,WK 37,80
275,480,3,NO,-,3,WK 37,80
275,609,2,YES,HIRE,4,WK 37,120
275,1451,3,NO,-,3,WK 37,80
275,1454,2,YES,HIRE,4,WK 37,120
275,1602,3,NO,-,4,WK 37,80
275,1690,2,YES,MOVE EXISTING,4,WK 37,120
275,2728,2,YES,HIRE,4,WK 37,120
275,3210,2,YES,MOVE EXISTING,4,WK 37,120
275,3602,2,YES,MOVE EXISTING,4,WK 37,120
278,197,2,YES,HIRE,4,WK 37,120
278,199,3,NO,-,4,WK 37,80
278,603,2,YES,MOVE EXISTING,4,WK 37,120
278,1028,2,YES,MOVE EXISTING,4,WK 37,120
278,1125,2,YES,MOVE EXISTING,4,WK 37,120
278,1323,3,NO,-,3,WK 37,80
278,1421,2,YES,HIRE,4,WK 37,120
278,1713,3,NO,-,3,WK 37,80
278,3459,2,YES,MOVE EXISTING,4,WK 37,120
278,3460,2,YES,MOVE EXISTING,4,WK 37,120
278,5157,3,NO,-,4,WK 37,80
279,633,3,NO,-,4,WK 37,80
279,636,3,NO,-,4,WK 37,80
279,775,2,YES,MOVE EXISTING,4,WK 37,120
279,792,3,NO,-,2,WK 37,80
279,796,2,YES,MOVE EXISTING,4,WK 37,120
279,830,3,NO,-,3,WK 37,80
279,891,2,YES,MOVE EXISTING,4,WK 37,120
279,957,3,NO,-,2,WK 37,80
279,2231,2,YES,MOVE EXISTING,4,WK 37,120
279,4511,2,YES,MOVE EXISTING,4,WK 37,120
279,5399,3,NO,-,4,WK 37,80
333,15,2,YES,HIRE,4,WK 37,120
333,32,2,YES,MOVE EXISTING,4,WK 37,120
333,56,3,NO,-,3,WK 37,80
333,379,3,NO,-,4,WK 37,80
333,444,2,YES,MOVE EXISTING,4,WK 37,120
333,837,3,NO,-,2,WK 37,80
333,871,3,NO,-,2,WK 37,80
333,1009,2,YES,MOVE EXISTING,4,WK 37,120
333,2175,3,NO,-,4,WK 37,80
333,2221,2,YES,MOVE EXISTING,4,WK 37,120
333,2702,3,NO,-,4,WK 37,80
333,4381,2,YES,HIRE,4,WK 37,120
336,21,2,YES,MOVE EXISTING,4,WK 37,120
336,29,2,YES,MOVE EXISTING,4,WK 37,120
336,44,3,NO,-,2,WK 37,80
336,65,3,NO,-,4,WK 37,80
336,89,2,YES,MOVE EXISTING,4,WK 37,120
336,101,2,YES,MOVE EXISTING,4,WK 37,120
336,219,2,YES,MOVE EXISTING,4,WK 37,120
336,354,3,NO,-,3,WK 37,80
336,357,3,NO,-,3,WK 37,80
336,815,3,NO,-,4,WK 37,80
336,895,3,NO,-,2,WK 37,80
336,5477,3,NO,-,4,WK 37,80
339,60,3,NO,-,4,WK 37,80
339,145,3,NO,-,3,WK 37,80
339,243,2,YES,HIRE,4,WK 37,120
339,648,2,YES,MOVE EXISTING,4,WK 37,120
339,1021,3,NO,-,4,WK 37,80
339,1161,2,YES,MOVE EXISTING,4,WK 37,120
339,1188,2,YES,MOVE EXISTING,4,WK 37,120
339,1265,3,NO,-,3,WK 37,80
339,2600,3,NO,-,4,WK 37,80
339,2616,2,YES,MOVE EXISTING,4,WK 37,120
339,5313,2,YES,HIRE,4,WK 37,120
339,5927,2,YES,MOVE EXISTING,4,WK 37,120
340,99,3,NO,-,4,WK 37,80
340,172,2,YES,MOVE EXISTING,4,WK 37,120
340,295,3,NO,-,4,WK 37,80
340,313,3,NO,-,4,WK 37,80
340,805,2,YES,MOVE EXISTING,4,WK 37,120
340,1177,2,YES,HIRE,4,WK 37,120
340,1514,1,YES,MOVE EXISTING,4,WK 37,140
340,2213,2,YES,MOVE EXISTING,4,WK 37,120
340,2694,3,NO,-,4,WK 37,80
340,3061,2,YES,MOVE EXISTING,4,WK 37,120
340,5150,2,YES,MOVE EXISTING,4,WK 37,120
341,201,2,YES,MOVE EXISTING,4,WK 37,120
341,253,3,NO,-,4,WK 37,80
341,256,2,YES,MOVE EXISTING,4,WK 37,120
341,328,3,NO,-,4,WK 37,80
341,361,2,YES,HIRE,4,WK 37,120
341,1071,2,YES,HIRE,4,WK 37,120
341,1418,2,YES,MOVE EXISTING,4,WK 37,120
341,1761,3,NO,-,4,WK 37,80
341,4695,3,NO,-,4,WK 37,80
357,14,2,YES,MOVE EXISTING,4,WK 37,120
357,27,3,NO,-,3,WK 37,80
357,46,2,YES,MOVE EXISTING,4,WK 37,120
357,78,3,NO,-,4,WK 37,80
357,86,2,YES,MOVE EXISTING,4,WK 37,120
357,88,3,NO,-,3,WK 37,80
357,138,2,YES,MOVE EXISTING,4,WK 37,120
357,166,3,NO,-,3,WK 37,80
357,173,3,NO,-,3,WK 37,80
357,179,2,YES,MOVE EXISTING,4,WK 37,120
357,250,3,NO,-,4,WK 37,80
357,845,3,NO,-,2,WK 37,80
359,25,3,NO,-,4,WK 37,80
359,40,2,YES,MOVE EXISTING,4,WK 37,120
359,51,3,NO,-,3,WK 37,80
359,80,3,NO,-,4,WK 37,80
359,159,2,YES,MOVE EXISTING,4,WK 37,120
359,189,2,YES,MOVE EXISTING,4,WK 37,120
359,203,3,NO,-,3,WK 37,80
359,363,3,NO,-,4,WK 37,80
359,451,3,NO,-,4,WK 37,80
359,783,3,NO,-,3,WK 37,80
359,820,3,NO,-,4,WK 37,80
360,109,3,NO,-,4,WK 37,80
360,135,3,NO,-,4,WK 37,80
360,195,2,YES,HIRE,4,WK 37,120
360,234,2,YES,MOVE EXISTING,4,WK 37,120
360,325,3,NO,-,3,WK 37,80
360,560,2,YES,MOVE EXISTING,4,WK 37,120
360,801,3,NO,-,4,WK 37,80
360,834,3,NO,-,3,WK 37,80
360,1120,2,YES,MOVE EXISTING,4,WK 37,120
360,2857,1,YES,MOVE EXISTING,4,WK 37,140
360,2994,2,YES,HIRE,4,WK 37,120
361,20,3,NO,-,4,WK 37,80
361,61,2,YES,MOVE EXISTING,4,WK 37,120
361,96,2,YES,HIRE,4,WK 37,120
361,184,1,YES,MOVE EXISTING,4,WK 37,140
361,319,2,YES,MOVE EXISTING,4,WK 37,120
361,326,3,NO,-,2,WK 37,80
361,573,2,YES,MOVE EXISTING,4,WK 37,120
361,1014,1,YES,MOVE EXISTING,4,WK 37,140
361,1094,2,YES,MOVE EXISTING,4,WK 37,120
361,2856,3,NO,-,3,WK 37,80
361,4553,1,YES,MOVE EXISTING,4,WK 37,140
361,4590,3,NO,-,4,WK 37,80
362,486,3,NO,-,3,WK 37,80
362,577,2,YES,MOVE EXISTING,4,WK 37,120
362,1151,2,YES,MOVE EXISTING,4,WK 37,120
362,1599,3,NO,-,3,WK 37,80
362,1691,2,YES,HIRE,4,WK 37,120
362,2490,2,YES,MOVE EXISTING,4,WK 37,120
362,2855,2,YES,HIRE,4,WK 37,120
362,2955,3,NO,-,4,WK 37,80
362,3273,3,NO,-,4,WK 37,80
362,4475,2,YES,MOVE EXISTING,4,WK 37,120
362,4611,3,NO,-,4,WK 37,80
242,497,2,YES,MOVE EXISTING,4,WK 37,120
242,526,3,NO,-,3,WK 37,80
242,1053,2,YES,MOVE EXISTING,4,WK 37,120
242,1327,2,YES,MOVE EXISTING,4,WK 37,120
242,2968,3,NO,-,3,WK 37,80
242,3294,1,YES,HIRE,4,WK 37,140
242,4450,2,YES,MOVE EXISTING,4,WK 37,120
242,5418,2,YES,MOVE EXISTING,4,WK 37,120
242,7290,3,NO,-,3,WK 37,80
243,922,2,YES,MOVE EXISTING,4,WK 37,120
243,1033,2,YES,HIRE,4,WK 37,120
243,1142,3,NO,-,4,WK 37,80
243,1157,3,NO,-,4,WK 37,80
243,1160,1,YES,HIRE,4,WK 37,140
