DC Number,Type,Date,Application,Summary,Status,CRQ NUMBER,CRQ Link
6090,Enhancement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),Deployed,CHG3375797,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b124d708870b66d88992eb5d0ebb353d&recordUrl=change_request.do%3Fsys_id%3Db124d708870b66d88992eb5d0ebb353d&sysparm_stack=&sysparm_view=
6091,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
6095,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
6096,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
6097,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
6099,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
6858,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7010,Enhancement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,Deployed,CHG3373677,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=
7010,Enhancement,7/31/2025,Shore,Released unified user interface for Shore system,Deployed,CHG3370802,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=
7010,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7010,Enhancement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),Deployed,CHG3375797,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=
7012,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7013,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7013,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
7013,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7014,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7015,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7015,Enhancement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),Deployed,CHG3375797,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=
7015,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7015,Enhancement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,Deployed,CHG3373677,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=
7015,Enhancement,7/31/2025,Shore,Released unified user interface for Shore system,Deployed,CHG3370802,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=
7016,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7017,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7018,Enhancement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,Deployed,CHG3373677,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=
7018,Enhancement,7/31/2025,Shore,Released unified user interface for Shore system,Deployed,CHG3370802,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=
7018,Enhancement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),Deployed,CHG3375797,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=
7018,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7019,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7021,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
7021,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7023,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7024,Enhancement,7/31/2025,Shore,Released unified user interface for Shore system,Deployed,CHG3370802,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=
7024,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7024,Enhancement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),Deployed,CHG3375797,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=
7024,Enhancement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,Deployed,CHG3373677,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=
7024,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7030,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7047,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
7047,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7047,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7048,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7048,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
7048,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7055,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7055,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7077,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7077,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7077,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
7079,Enhancement,7/31/2025,Shore,Released unified user interface for Shore system,Deployed,CHG3370802,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b6044c1c878f2ad88992eb5d0ebb357f&recordUrl=change_request.do%3Fsys_id%3Db6044c1c878f2ad88992eb5d0ebb357f&sysparm_stack=&sysparm_view=
7079,Enhancement,7/31/2025,Order Fulfillment,Pilot deployment of Trip Handout 1.0 (congestion focus),Deployed,CHG3375797,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=fe07bd91478ba25c4e8db5f4236d43da&recordUrl=change_request.do%3Fsys_id%3Dfe07bd91478ba25c4e8db5f4236d43da&sysparm_stack=&sysparm_view=
7079,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7079,Enhancement,7/31/2025,Shore,Piloted secure headers in Shore services for improved authorization,Deployed,CHG3373677,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=e093fa4dc3c7e29890873adb050131b1&recordUrl=change_request.do%3Fsys_id%3De093fa4dc3c7e29890873adb050131b1&sysparm_stack=&sysparm_view=
7079,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
7084,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
7084,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
7084,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
8348,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
8348,Enhancement,7/31/2025,ESS,Replaces the expiring JKS file with a new one for eSalvage batch load in Grocery DCs to maintain secure connections.,Deployed,CHG3376618,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=b65a5b51478f221c4757b5f4236d43aa&recordUrl=change_request.do%3Fsys_id%3Db65a5b51478f221c4757b5f4236d43aa&sysparm_stack=&sysparm_view=
8397,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
8397,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
8397,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
8851,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
8852,Enhancement,7/31/2025,Receiving,UI Change : DCFIN WAC base URL is changed,Deployed,CHG3374345,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=4ba693c1870fa25c8992eb5d0ebb3501&recordUrl=change_request.do%3Fsys_id%3D4ba693c1870fa25c8992eb5d0ebb3501&sysparm_stack=&sysparm_view=
8852,Enhancement,7/31/2025,Location ,Fixed missing data issue preventing deletion of warehouse locations,Deployed,CHG3379889,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=8f251d7f83faa2180dfa36647daad35a&recordUrl=change_request.do%3Fsys_id%3D8f251d7f83faa2180dfa36647daad35a&sysparm_stack=&sysparm_view=
8852,Enhancement,7/31/2025,Order Fulfillment,Enables Order Fulfillment to send store stocking zone data to Witron ,Deployed,CHG3376257,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=83cba2114707265c4e8db5f4236d4325&recordUrl=change_request.do%3Fsys_id%3D83cba2114707265c4e8db5f4236d4325&sysparm_stack=&sysparm_view=
7048,Enhancement,7/31/2025,ESS,Enabling Address Book feature for Enterprise Salvage Solution at Grocery DCs.,Deployed,CHG3376183,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=94b0a2d9c347e2d8b7d93adb05013147&recordUrl=change_request.do%3Fsys_id%3D94b0a2d9c347e2d8b7d93adb05013147&sysparm_stack=&sysparm_view=
6056,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
6042,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
7013,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
2971,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
2364,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
3010,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
6064,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
6057,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
7021,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
4047,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
4020,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
4154,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
6090,Enhancement,7/31/2025,FIXit,Migrates the FIXit damage-app to a new cloud cluster ,Deployed,CHG3376339,https://walmartglobal.service-now.com/wm_sp?id=ticket&table=change_request&sys_id=d1503add870326d8765cb845dabb35d6&recordUrl=change_request.do%3Fsys_id%3Dd1503add870326d8765cb845dabb35d6&sysparm_stack=&sysparm_view=
